,PseudoTime1,PseudoTime2,PseudoTime3
E872_318,NA,0.39824,NA
E213_414,0.51884,NA,NA
E228_28,0.03392,NA,NA
E256_558,NA,NA,0.69975
E4_80,NA,NA,0.09925
E643_433,0.54271,NA,NA
E728_101,0.12563,NA,NA
E234_147,NA,NA,0.18342
E437_462,NA,NA,0.57915
E898_170,0.21231,NA,NA
E77_576,NA,NA,0.72236
E341_124,0.15452,NA,NA
E964_220,NA,NA,0.27513
E81_250,0.31281,NA,NA
E168_674,NA,NA,0.84548
E740_42,NA,0.05151,NA
E294_348,NA,NA,0.43593
E362_71,NA,0.08794,NA
E563_509,NA,0.63819,NA
E302_618,NA,0.77513,NA
E295_145,0.1809,NA,NA
E181_776,NA,0.97362,NA
E73_108,NA,0.13442,NA
E936_411,0.51508,NA,NA
E988_495,NA,NA,0.6206
E769_492,NA,NA,0.61683
E774_283,NA,0.35427,NA
E497_664,NA,NA,0.83291
E910_336,NA,0.42085,NA
E146_144,NA,NA,0.17965
E945_413,NA,0.51759,NA
E691_692,NA,NA,0.86809
E175_626,NA,NA,0.78518
E729_409,NA,NA,0.51256
E301_792,NA,0.99372,NA
E470_367,NA,0.4598,NA
E432_29,0.03518,NA,NA
E996_592,NA,NA,0.74246
E197_769,NA,0.96482,NA
E280_124,NA,0.15452,NA
E125_625,0.78392,NA,NA
E878_100,NA,0.12437,NA
E204_792,NA,0.99372,NA
E577_432,NA,0.54146,NA
E823_315,NA,0.39447,NA
E166_425,NA,NA,0.53266
E231_13,NA,0.01508,NA
E695_174,0.21734,NA,NA
E699_180,NA,NA,0.22487
E880_391,NA,0.48995,NA
E599_272,NA,0.34045,NA
E544_565,NA,NA,0.70854
E449_75,NA,NA,0.09296
E271_586,NA,NA,0.73492
E480_467,NA,0.58543,NA
E573_50,NA,0.06156,NA
E475_665,NA,NA,0.83417
E226_781,NA,NA,0.9799
E734_580,0.72739,NA,NA
E670_213,NA,0.26633,NA
E714_551,0.69095,NA,NA
E727_681,NA,0.85427,NA
E132_312,NA,0.3907,NA
E735_44,NA,0.05402,NA
E88_303,NA,0.3794,NA
E452_353,NA,NA,0.44221
E755_447,0.5603,NA,NA
E575_160,NA,0.19975,NA
E602_250,NA,NA,0.31281
E443_326,0.40829,NA,NA
E270_407,NA,NA,0.51005
E946_706,NA,0.88568,NA
E481_188,NA,NA,0.23492
E433_394,NA,NA,0.49372
E874_38,NA,NA,0.04648
E335_419,NA,0.52513,NA
E550_680,NA,0.85302,NA
E519_309,NA,0.38693,NA
E179_408,0.51131,NA,NA
E978_561,NA,NA,0.70352
E90_241,NA,0.30151,NA
E684_436,NA,0.54648,NA
E187_84,NA,NA,0.10427
E836_249,0.31156,NA,NA
E319_629,0.78894,NA,NA
E413_113,NA,0.1407,NA
E539_669,NA,0.8392,NA
E18_447,NA,NA,0.5603
E50_110,NA,NA,0.13693
E994_177,NA,NA,0.22111
E72_152,NA,0.1897,NA
E424_601,NA,0.75377,NA
E344_660,NA,NA,0.82789
E113_188,NA,NA,0.23492
E897_39,NA,0.04774,NA
E545_132,NA,NA,0.16457
E242_296,NA,0.3706,NA
E647_723,0.90704,NA,NA
E167_601,NA,0.75377,NA
E403_754,NA,NA,0.94598
E520_313,NA,0.39196,NA
E757_383,NA,0.4799,NA
E140_105,NA,0.13065,NA
E71_525,NA,0.65829,NA
E595_155,0.19347,NA,NA
E972_432,NA,NA,0.54146
E804_776,NA,0.97362,NA
E781_192,NA,0.23995,NA
E123_174,0.21734,NA,NA
E171_487,0.61055,NA,NA
E492_356,NA,NA,0.44598
E170_114,NA,NA,0.14196
E169_4,0.00377,NA,NA
E216_655,0.82161,NA,NA
E676_527,0.6608,NA,NA
E214_659,0.82663,NA,NA
E229_457,NA,NA,0.57286
E525_595,NA,NA,0.74623
E853_614,NA,NA,0.7701
E667_456,NA,NA,0.57161
E909_238,NA,0.29774,NA
E671_52,NA,NA,0.06407
E542_569,0.71357,NA,NA
E655_420,NA,0.52638,NA
E935_121,NA,NA,0.15075
E156_386,0.48367,NA,NA
E638_693,NA,NA,0.86935
E615_528,NA,0.66206,NA
