,PseudoTime1,PseudoTime2,PseudoTime3
E396_71,NA,NA,0.08783
E613_660,NA,0.82685,NA
E626_252,0.31493,NA,NA
E921_108,0.13425,NA,NA
E767_508,NA,NA,0.63614
E522_343,NA,0.42911,NA
E211_109,NA,NA,0.13551
E957_752,NA,0.94228,NA
E397_796,NA,0.99749,NA
E713_673,NA,NA,0.84316
E319_401,0.50188,NA,NA
E176_514,NA,0.64366,NA
E499_530,NA,0.66374,NA
E252_16,NA,0.01882,NA
E432_505,NA,0.63237,NA
E292_425,NA,NA,0.53199
E959_596,NA,NA,0.74655
E347_717,NA,NA,0.89837
E419_220,NA,NA,0.27478
E433_241,NA,0.30113,NA
E510_719,NA,0.90088,NA
E523_767,NA,NA,0.9611
E183_116,NA,0.14429,NA
E442_633,NA,0.79297,NA
E214_635,0.79548,NA,NA
E375_336,0.42033,NA,NA
E564_45,0.05521,NA,NA
E941_704,NA,NA,0.88206
E311_541,NA,0.67754,NA
E273_263,NA,0.32873,NA
E291_310,NA,0.3877,NA
E894_583,NA,0.73024,NA
E884_120,NA,0.14931,NA
E932_673,NA,0.84316,NA
E907_65,NA,NA,0.0803
E609_642,NA,0.80427,NA
E383_581,NA,0.72773,NA
E172_102,NA,0.12673,NA
E925_46,NA,NA,0.05646
E761_359,NA,0.44918,NA
E1_308,NA,0.38519,NA
E571_574,NA,0.71895,NA
E119_184,NA,0.22961,NA
E850_251,NA,0.31368,NA
E517_193,NA,0.2409,NA
E261_746,NA,0.93476,NA
E505_61,NA,0.07528,NA
E125_672,NA,NA,0.84191
E559_334,0.41782,NA,NA
E101_737,NA,0.92346,NA
E38_18,NA,0.02133,NA
E402_91,NA,0.11292,NA
E0_606,NA,0.7591,NA
E820_177,NA,NA,0.22083
E640_740,NA,0.92723,NA
E689_669,NA,0.83814,NA
E621_666,NA,NA,0.83438
E898_762,NA,NA,0.95483
E266_387,NA,NA,0.48432
E904_647,NA,0.81054,NA
E317_705,NA,NA,0.88331
E765_134,NA,0.16688,NA
E807_27,0.03262,NA,NA
E892_159,NA,NA,0.19824
E418_644,NA,0.80678,NA
E26_650,NA,NA,0.8143
E483_310,0.3877,NA,NA
E639_347,NA,0.43413,NA
E271_392,NA,0.49059,NA
E732_19,0.02258,NA,NA
E415_614,NA,NA,0.76913
E379_639,NA,0.8005,NA
E546_31,0.03764,NA,NA
E276_318,NA,0.39774,NA
E806_323,NA,NA,0.40402
E711_579,0.72522,NA,NA
E651_89,NA,0.11041,NA
E328_396,0.49561,NA,NA
E803_77,0.09536,NA,NA
E661_711,NA,NA,0.89084
E258_275,NA,0.34379,NA
E342_154,NA,NA,0.19197
E352_461,NA,0.57716,NA
E67_118,NA,0.1468,NA
E297_2,0.00125,NA,NA
E339_789,NA,NA,0.98871
E63_304,NA,0.38018,NA
E144_780,NA,0.97742,NA
E994_127,NA,0.15809,NA
E694_35,NA,0.04266,NA
E235_621,NA,0.77792,NA
E87_130,NA,NA,0.16186
E952_31,NA,NA,0.03764
E425_284,NA,0.35508,NA
E75_271,NA,0.33877,NA
E56_589,NA,NA,0.73777
E287_79,0.09787,NA,NA
E466_730,NA,0.91468,NA
E94_584,NA,0.73149,NA
E645_788,NA,NA,0.98745
E29_193,0.2409,NA,NA
E527_239,NA,0.29862,NA
E637_472,NA,0.59097,NA
E833_17,0.02008,NA,NA
E721_40,NA,0.04893,NA
E175_698,NA,0.87453,NA
E795_576,NA,0.72146,NA
E712_378,NA,0.47302,NA
E852_249,NA,0.31117,NA
E768_283,NA,NA,0.35383
E296_488,0.61104,NA,NA
E365_729,0.91343,NA,NA
E664_70,0.08657,NA,NA
E563_236,NA,0.29486,NA
E672_363,0.4542,NA,NA
E141_27,NA,0.03262,NA
E231_52,NA,NA,0.06399
E278_141,0.17566,NA,NA
E9_251,NA,0.31368,NA
E64_712,NA,0.8921,NA
E251_390,NA,0.48808,NA
E495_85,NA,0.1054,NA
E628_744,NA,0.93225,NA
E696_638,NA,0.79925,NA
E165_733,NA,0.91844,NA
E811_794,NA,0.99498,NA
E447_217,NA,0.27102,NA
E899_122,NA,0.15182,NA
