,PseudoTime1,PseudoTime2,PseudoTime3
E740_704,NA,0.88206,NA
E341_66,0.08156,NA,NA
E119_740,NA,NA,0.92723
E194_392,NA,0.49059,NA
E34_759,NA,NA,0.95107
E23_681,NA,NA,0.8532
E731_441,NA,0.55207,NA
E151_526,NA,0.65872,NA
E601_194,0.24216,NA,NA
E921_146,0.18193,NA,NA
E806_680,0.85194,NA,NA
E519_795,NA,NA,0.99624
E345_183,NA,NA,0.22836
E388_469,NA,NA,0.5872
E769_175,NA,NA,0.21832
E25_219,0.27353,NA,NA
E494_659,0.8256,NA,NA
E476_352,NA,NA,0.4404
E124_413,NA,NA,0.51694
E622_415,NA,0.51945,NA
E644_793,NA,NA,0.99373
E465_279,NA,0.34881,NA
E285_195,0.24341,NA,NA
E218_302,0.37767,NA,NA
E737_562,0.70389,NA,NA
E456_456,NA,NA,0.57089
E296_238,0.29737,NA,NA
E870_157,NA,0.19573,NA
E110_93,0.11543,NA,NA
E455_585,NA,0.73275,NA
E80_581,NA,NA,0.72773
E947_715,0.89586,NA,NA
E757_604,NA,NA,0.75659
E111_366,0.45797,NA,NA
E462_581,NA,NA,0.72773
E808_471,0.58971,NA,NA
E948_566,NA,0.70891,NA
E907_223,NA,0.27854,NA
E706_570,NA,0.71393,NA
E690_477,NA,NA,0.59724
E484_594,NA,NA,0.74404
E709_49,0.06023,NA,NA
E510_601,NA,0.75282,NA
E468_593,NA,0.74279,NA
E952_275,0.34379,NA,NA
E784_625,NA,NA,0.78294
E234_213,NA,NA,0.266
E373_343,0.42911,NA,NA
E830_413,NA,NA,0.51694
E816_324,NA,NA,0.40527
E847_653,NA,0.81807,NA
E928_556,0.69636,NA,NA
E625_553,NA,NA,0.6926
E370_787,0.9862,NA,NA
E798_651,0.81556,NA,NA
E755_738,0.92472,NA,NA
E979_293,NA,0.36637,NA
E841_8,NA,NA,0.00878
E543_314,NA,NA,0.39272
E753_423,0.52949,NA,NA
E41_575,NA,0.7202,NA
E726_530,NA,0.66374,NA
E848_301,0.37641,NA,NA
E106_274,0.34253,NA,NA
E99_445,NA,NA,0.55709
E336_739,0.92597,NA,NA
E75_755,0.94605,NA,NA
E758_706,NA,NA,0.88457
E17_164,0.20452,NA,NA
E144_299,NA,0.3739,NA
E301_10,0.01129,NA,NA
E802_93,NA,NA,0.11543
E781_625,NA,NA,0.78294
E655_491,0.61481,NA,NA
E64_125,NA,NA,0.15558
E583_651,NA,NA,0.81556
E892_747,NA,0.93601,NA
E809_600,NA,NA,0.75157
E578_529,0.66248,NA,NA
E209_122,NA,NA,0.15182
E698_221,NA,NA,0.27604
E970_125,0.15558,NA,NA
E453_169,NA,NA,0.21079
E994_788,NA,NA,0.98745
E86_417,NA,0.52196,NA
E641_374,NA,0.46801,NA
E689_124,NA,NA,0.15433
E662_703,0.8808,NA,NA
E941_665,NA,0.83312,NA
E969_121,NA,0.15056,NA
E488_158,0.19699,NA,NA
E639_680,NA,0.85194,NA
E30_25,0.03011,NA,NA
E437_283,0.35383,NA,NA
E765_15,NA,NA,0.01757
E442_422,NA,NA,0.52823
E575_345,NA,NA,0.43162
E895_179,NA,0.22334,NA
E330_162,NA,NA,0.20201
E603_317,NA,NA,0.39649
E554_120,NA,0.14931,NA
E324_483,NA,NA,0.60477
E786_137,NA,NA,0.17064
E128_54,NA,NA,0.0665
E405_539,NA,NA,0.67503
E829_674,NA,0.84442,NA
E796_160,NA,NA,0.1995
E72_282,NA,NA,0.35257
E750_181,0.22585,NA,NA
E616_433,0.54203,NA,NA
E713_198,NA,0.24718,NA
E956_653,0.81807,NA,NA
E179_750,0.93977,NA,NA
E12_596,NA,NA,0.74655
E114_72,NA,NA,0.08908
E51_714,NA,NA,0.8946
E825_683,NA,NA,0.85571
E163_197,0.24592,NA,NA
E675_413,NA,0.51694,NA
E242_167,0.20828,NA,NA
E832_473,NA,NA,0.59222
E685_303,NA,0.37892,NA
E888_665,NA,NA,0.83312
E170_240,0.29987,NA,NA
E932_478,NA,NA,0.59849
E104_465,NA,NA,0.58218
E692_423,0.52949,NA,NA
E362_505,0.63237,NA,NA
