,PseudoTime1,PseudoTime2,PseudoTime3
E259_494,NA,0.61809,NA
E905_25,0.02889,NA,NA
E274_684,NA,NA,0.85678
E345_313,NA,0.3907,NA
E113_180,NA,NA,0.22362
E64_251,NA,0.31281,NA
E779_195,NA,0.24246,NA
E728_64,0.07789,NA,NA
E871_782,0.9799,NA,NA
E904_326,NA,NA,0.40704
E618_793,0.99372,NA,NA
E53_698,NA,0.87437,NA
E262_789,NA,0.98869,NA
E505_262,0.32663,NA,NA
E453_333,NA,NA,0.41583
E366_68,0.08291,NA,NA
E149_122,NA,0.15075,NA
E605_682,NA,0.85427,NA
E925_20,0.02261,NA,NA
E927_141,0.17462,NA,NA
E30_728,NA,0.91206,NA
E297_699,NA,0.87563,NA
E813_588,NA,0.73618,NA
E637_313,NA,0.3907,NA
E451_571,NA,NA,0.71482
E553_97,0.11935,NA,NA
E422_333,NA,0.41583,NA
E757_740,0.92714,NA,NA
E897_303,0.37814,NA,NA
E56_689,0.86307,NA,NA
E525_145,NA,NA,0.17965
E10_67,NA,NA,0.08166
E302_489,NA,0.61181,NA
E477_522,NA,0.65327,NA
E142_288,NA,0.3593,NA
E902_79,NA,0.09673,NA
E754_292,NA,NA,0.36432
E273_127,NA,NA,0.15704
E588_458,0.57286,NA,NA
E24_651,NA,NA,0.81533
E895_262,0.32663,NA,NA
E985_259,NA,0.32286,NA
E979_655,NA,NA,0.82035
E914_442,NA,NA,0.55276
E921_100,0.12312,NA,NA
E230_176,NA,NA,0.21859
E909_208,NA,0.25879,NA
E561_66,NA,0.0804,NA
E140_2,NA,NA,0.0
E567_444,NA,NA,0.55528
E688_417,0.52136,NA,NA
E114_257,NA,NA,0.32035
E500_649,NA,NA,0.81281
E920_136,NA,0.16834,NA
E358_611,NA,0.76508,NA
E666_428,NA,0.53518,NA
E913_729,NA,NA,0.91332
E315_102,0.12563,NA,NA
E829_415,NA,NA,0.51884
E490_630,NA,NA,0.78894
E494_726,NA,NA,0.90955
E469_777,NA,NA,0.97362
E323_76,NA,NA,0.09296
E25_131,0.16206,NA,NA
E616_381,NA,NA,0.47613
E3_271,0.33794,NA,NA
E619_706,NA,NA,0.88442
E87_496,NA,0.6206,NA
E305_725,NA,0.90829,NA
E438_26,NA,0.03015,NA
E652_55,NA,NA,0.06658
E283_351,NA,0.43844,NA
E856_256,0.3191,NA,NA
E682_728,NA,NA,0.91206
E350_483,NA,0.60427,NA
E722_261,NA,NA,0.32538
E640_723,0.90578,NA,NA
E483_678,NA,0.84925,NA
E579_330,NA,NA,0.41206
E823_330,NA,0.41206,NA
E801_535,NA,NA,0.6696
E411_174,NA,NA,0.21608
E69_24,0.02764,NA,NA
E333_364,NA,0.45477,NA
E32_108,NA,0.13317,NA
E804_750,0.9397,NA,NA
E367_461,0.57663,NA,NA
E156_212,NA,NA,0.26382
E522_415,NA,0.51884,NA
E26_148,0.18342,NA,NA
E641_81,NA,NA,0.09925
E153_214,0.26633,NA,NA
E502_185,NA,NA,0.2299
E514_32,0.03769,NA,NA
E269_467,NA,NA,0.58417
E187_78,NA,0.09548,NA
E578_757,NA,0.94849,NA
E432_608,NA,NA,0.76131
E254_638,NA,0.79899,NA
E79_366,NA,0.45729,NA
E593_446,0.55779,NA,NA
E581_733,0.91834,NA,NA
E916_770,0.96482,NA,NA
E706_150,0.18593,NA,NA
E194_761,0.95352,NA,NA
E59_570,0.71357,NA,NA
E746_208,0.25879,NA,NA
E89_702,NA,0.8794,NA
E541_497,0.62186,NA,NA
E634_580,NA,0.72613,NA
E471_334,NA,0.41709,NA
E277_749,0.93844,NA,NA
E454_96,NA,0.11809,NA
E160_216,0.26884,NA,NA
E60_413,NA,0.51633,NA
E626_684,NA,0.85678,NA
E85_606,NA,0.75879,NA
E125_7,NA,NA,0.00628
E932_687,NA,NA,0.86055
E922_91,NA,0.11181,NA
E428_181,NA,NA,0.22487
E396_242,NA,NA,0.30151
E782_125,0.15452,NA,NA
E709_702,NA,NA,0.8794
E816_431,NA,0.53894,NA
E789_405,0.50628,NA,NA
E66_324,0.40452,NA,NA
E592_92,0.11307,NA,NA
