,PseudoTime1,PseudoTime2,PseudoTime3
E261_727,NA,0.91092,NA
E718_235,NA,0.2936,NA
E665_95,0.11794,NA,NA
E257_749,0.93852,NA,NA
E581_482,0.60351,NA,NA
E986_155,NA,NA,0.19322
E173_622,NA,0.77917,NA
E480_333,NA,0.41656,NA
E874_399,NA,0.49937,NA
E487_393,0.49184,NA,NA
E66_111,NA,0.13802,NA
E691_137,NA,0.17064,NA
E201_539,NA,0.67503,NA
E590_390,NA,NA,0.48808
E171_586,0.734,NA,NA
E421_17,NA,0.02008,NA
E425_615,NA,0.77039,NA
E75_86,NA,NA,0.10665
E478_641,NA,0.80301,NA
E979_427,0.5345,NA,NA
E764_365,NA,0.45671,NA
E748_40,0.04893,NA,NA
E384_250,0.31242,NA,NA
E115_650,0.8143,NA,NA
E299_361,0.45169,NA,NA
E76_321,NA,0.40151,NA
E296_471,0.58971,NA,NA
E833_634,NA,0.79423,NA
E730_756,NA,0.9473,NA
E759_619,NA,NA,0.77541
E342_269,NA,NA,0.33626
E969_644,NA,NA,0.80678
E680_662,0.82936,NA,NA
E350_505,NA,NA,0.63237
E158_664,NA,0.83187,NA
E897_64,0.07905,NA,NA
E237_238,NA,0.29737,NA
E442_656,NA,0.82183,NA
E573_85,0.1054,NA,NA
E27_316,NA,0.39523,NA
E473_456,NA,NA,0.57089
E801_561,NA,NA,0.70263
E204_730,NA,NA,0.91468
E491_727,0.91092,NA,NA
E87_142,NA,0.17691,NA
E645_758,NA,NA,0.94981
E702_525,0.65747,NA,NA
E907_757,0.94856,NA,NA
E105_366,NA,0.45797,NA
E148_450,0.56336,NA,NA
E2_320,NA,0.40025,NA
E50_457,NA,0.57215,NA
E843_411,NA,NA,0.51443
E526_178,NA,0.22208,NA
E739_284,NA,NA,0.35508
E312_470,NA,0.58846,NA
E264_557,0.69762,NA,NA
E724_206,NA,0.25721,NA
E130_261,0.32622,NA,NA
E90_142,0.17691,NA,NA
E633_198,NA,0.24718,NA
E208_649,NA,NA,0.81305
E292_78,0.09661,NA,NA
E928_511,NA,0.6399,NA
E682_760,NA,0.95232,NA
E876_145,0.18068,NA,NA
E409_247,NA,NA,0.30866
E45_276,0.34504,NA,NA
E86_305,0.38143,NA,NA
E5_449,NA,NA,0.56211
E709_404,NA,0.50565,NA
E883_760,NA,0.95232,NA
E755_470,NA,NA,0.58846
E440_464,NA,NA,0.58093
E183_640,NA,NA,0.80176
E348_505,NA,0.63237,NA
E259_165,0.20577,NA,NA
E177_532,0.66625,NA,NA
E97_517,0.64743,NA,NA
E505_18,0.02133,NA,NA
E122_407,NA,NA,0.50941
E91_162,0.20201,NA,NA
E757_109,NA,0.13551,NA
E199_631,0.79046,NA,NA
E401_586,NA,NA,0.734
E193_348,0.43538,NA,NA
E824_680,0.85194,NA,NA
E19_427,NA,NA,0.5345
E103_68,NA,NA,0.08407
E889_376,0.47051,NA,NA
E534_619,0.77541,NA,NA
E61_518,NA,NA,0.64868
E288_692,0.867,NA,NA
E738_523,NA,0.65496,NA
E879_77,0.09536,NA,NA
E450_704,NA,0.88206,NA
E873_278,NA,NA,0.34755
E582_20,0.02384,NA,NA
E145_237,NA,NA,0.29611
E918_508,0.63614,NA,NA
E538_502,NA,NA,0.62861
E438_506,NA,0.63363,NA
E178_226,0.28231,NA,NA
E159_363,NA,0.4542,NA
E660_431,0.53952,NA,NA
E210_730,0.91468,NA,NA
E67_418,0.52321,NA,NA
E784_421,NA,0.52698,NA
E466_411,NA,0.51443,NA
E533_293,0.36637,NA,NA
E172_64,NA,0.07905,NA
E377_559,NA,0.70013,NA
E788_798,1.0,NA,NA
E606_701,NA,NA,0.87829
E406_462,NA,0.57842,NA
E419_352,NA,0.4404,NA
E51_34,NA,0.04141,NA
E514_759,NA,0.95107,NA
E300_44,NA,0.05395,NA
E132_460,NA,0.57591,NA
E479_446,NA,0.55834,NA
E358_356,0.44542,NA,NA
E528_464,NA,0.58093,NA
E116_576,NA,NA,0.72146
E88_500,NA,0.6261,NA
E878_470,0.58846,NA,NA
E636_748,NA,NA,0.93726
E584_280,NA,0.35006,NA
