,PseudoTime1,PseudoTime2,PseudoTime3
E300_592,0.74153,NA,NA
E929_246,NA,NA,0.3074
E413_625,NA,NA,0.78294
E58_790,NA,NA,0.98996
E466_730,0.91468,NA,NA
E512_621,NA,NA,0.77792
E157_204,0.25471,NA,NA
E667_767,NA,NA,0.9611
E505_578,NA,0.72396,NA
E313_208,NA,0.25972,NA
E815_271,0.33877,NA,NA
E851_493,NA,0.61731,NA
E435_583,0.73024,NA,NA
E452_55,NA,NA,0.06775
E981_442,0.55332,NA,NA
E983_740,NA,0.92723,NA
E415_396,NA,NA,0.49561
E875_108,NA,0.13425,NA
E807_495,NA,NA,0.61982
E992_371,NA,NA,0.46424
E653_52,0.06399,NA,NA
E945_323,NA,NA,0.40402
E213_96,NA,0.1192,NA
E690_81,0.10038,NA,NA
E254_798,1.0,NA,NA
E865_279,0.34881,NA,NA
E73_441,0.55207,NA,NA
E904_215,0.26851,NA,NA
E713_541,NA,0.67754,NA
E732_497,NA,0.62233,NA
E141_404,NA,0.50565,NA
E822_165,NA,0.20577,NA
E845_133,0.16562,NA,NA
E130_288,NA,0.3601,NA
E498_693,0.86826,NA,NA
E255_64,NA,NA,0.07905
E999_678,0.84944,NA,NA
E555_334,NA,NA,0.41782
E206_430,NA,0.53827,NA
E47_94,NA,0.11669,NA
E901_86,NA,0.10665,NA
E963_696,NA,0.87202,NA
E955_478,NA,NA,0.59849
E494_180,NA,NA,0.22459
E756_467,NA,NA,0.58469
E557_725,0.90841,NA,NA
E470_59,NA,NA,0.07277
E975_226,NA,0.28231,NA
E412_363,NA,NA,0.4542
E579_606,0.7591,NA,NA
E529_392,NA,NA,0.49059
E165_232,NA,0.28984,NA
E585_712,NA,0.8921,NA
E227_6,NA,NA,0.00627
E838_562,NA,NA,0.70389
E350_521,NA,0.65245,NA
E583_389,0.48683,NA,NA
E534_383,NA,0.4793,NA
E562_400,0.50063,NA,NA
E757_131,0.16311,NA,NA
E36_127,NA,NA,0.15809
E522_231,0.28858,NA,NA
E325_89,0.11041,NA,NA
E72_236,0.29486,NA,NA
E521_589,NA,0.73777,NA
E371_36,NA,0.04391,NA
E651_180,NA,0.22459,NA
E189_433,NA,NA,0.54203
E921_193,NA,NA,0.2409
E621_6,NA,NA,0.00627
E610_455,NA,NA,0.56964
E439_722,0.90464,NA,NA
E326_56,0.06901,NA,NA
E79_720,NA,0.90213,NA
E340_133,NA,NA,0.16562
E659_63,NA,0.07779,NA
E77_327,NA,NA,0.40903
E359_614,NA,NA,0.76913
E232_478,NA,0.59849,NA
E427_102,NA,0.12673,NA
E976_264,NA,0.32999,NA
E535_21,NA,NA,0.02509
E128_189,0.23588,NA,NA
E468_395,NA,0.49435,NA
E455_654,NA,0.81932,NA
E701_398,NA,0.49812,NA
E712_565,0.70765,NA,NA
E718_34,NA,NA,0.04141
E226_445,NA,NA,0.55709
E440_7,NA,NA,0.00753
E504_217,NA,0.27102,NA
E782_550,NA,NA,0.68883
E430_123,0.15307,NA,NA
E3_197,NA,0.24592,NA
E89_196,0.24467,NA,NA
E315_719,NA,NA,0.90088
E591_368,NA,NA,0.46048
E743_482,0.60351,NA,NA
E208_456,NA,0.57089,NA
E269_388,0.48557,NA,NA
E369_189,NA,0.23588,NA
E548_395,NA,NA,0.49435
E396_401,NA,NA,0.50188
E523_486,NA,NA,0.60853
E186_438,NA,0.54831,NA
E217_44,NA,0.05395,NA
E711_4,NA,NA,0.00376
E27_591,NA,NA,0.74028
E809_797,0.99875,NA,NA
E83_667,0.83563,NA,NA
E461_279,0.34881,NA,NA
E753_751,NA,NA,0.94103
E915_78,NA,0.09661,NA
E647_654,NA,NA,0.81932
E441_746,NA,NA,0.93476
E706_624,NA,0.78168,NA
E310_175,0.21832,NA,NA
E971_446,NA,NA,0.55834
E960_656,NA,0.82183,NA
E418_573,0.71769,NA,NA
E649_170,0.21205,NA,NA
E603_155,NA,NA,0.19322
E679_636,0.79674,NA,NA
E623_730,NA,0.91468,NA
E710_704,0.88206,NA,NA
E286_671,NA,NA,0.84065
E736_544,NA,0.6813,NA
E837_312,0.39021,NA,NA
